reference,city,latitude,longitude,nearest_destination_id,nearest_destination_name
US - TX - Athens,Athens,32.21573174613818,-95.83108067693536,918,Dallas
US - TX - Austin,Austin,30.27790633426812,-97.72836491192582,5021,Austin
US - TX - Austin ,Austin ,30.194445,-97.67,5021,Austin
US - TX - Bacliff,Bacliff,29.502777,-94.9914,4385,Galveston
US - TX - Baker City,Baker City,33.595489501953,-96.604942321777,918,Dallas
US - TX - Balch Springs,Balch Springs,32.72977733333333,-96.610095,918,Dallas
US - TX - Bandera,Bandera,29.72718569401849,-99.0744589275878,50796,Fredericksburg
US - TX - Bastrop,Bastrop,30.106626147550468,-97.33993086650392,5021,Austin
US - TX - Bay City,Bay City,28.987713108877777,-95.9501977439237,5186,Houston
US - TX - Baytown,Baytown,29.79424980974688,-94.9837373699078,5186,Houston
US - TX - Beaumont,Beaumont,30.058647133457715,-94.1482846628717,4385,Galveston
US - TX - Beaumont ,Beaumont ,30.083332,-94.1,4385,Galveston
US - TX - Bedford,Bedford,32.83933110424917,-97.1271825074315,33749,Fort Worth
US - TX - Beeville,Beeville,28.444968707153286,-97.70050702106586,28078,Corpus Christi
US - TX - Bellevue,Bellevue,30.631635665894,-96.300254821777,5186,Houston
US - TX - Belton,Belton,31.04129122176686,-97.46617992222356,50076,Waco
US - TX - Benbrook,Benbrook,32.68625382421875,-97.4530158618165,33749,Fort Worth
US - TX - Bertram,Bertram,30.741697,-98.05257,50074,Marble Falls
US - TX - Big Spring,Big Spring,32.26115912953023,-101.48382144897388,296,Texas
US - TX - Blanco,Blanco,30.101708569641,-98.407420684204,50796,Fredericksburg
US - TX - Boerne,Boerne,29.783191456889305,-98.73688689007996,910,San Antonio
US - TX - Bonham,Bonham,33.576177,-96.19205,918,Dallas
US - TX - Borger,Borger,35.6663627624515,-101.388534545895,29045,Amarillo
US - TX - Bowie,Bowie,33.552333831787,-97.863227844238,33749,Fort Worth
US - TX - Brady,Brady,31.11081,-99.33572,50796,Fredericksburg
US - TX - Breckenridge,Breckenridge,32.7576,-98.93947,296,Texas
US - TX - Brenham,Brenham,30.142997948581264,-96.38796559831806,5186,Houston
US - TX - Bridgeport,Bridgeport,33.22238660000001,-97.7574848,33749,Fort Worth
US - TX - Brookeland,Brookeland,31.072645,-94.02238,22168,Louisiana
US - TX - Brookshire,Brookshire,29.7795628890685,-95.96346717163075,5186,Houston
US - TX - Brownfield,Brownfield,33.18182,-102.27451,29045,Amarillo
US - TX - Brownsaville,Brownsaville,25.90354347229,-97.499450683594,22446,South Padre Island
US - TX - Brownsvil ,Brownsvil ,25.916668,-97.416664,22446,South Padre Island
US - TX - Brownsville,Brownsville,25.95361959184837,-97.49874058780068,22446,South Padre Island
US - TX - Brownwood,Brownwood,31.7402730751586,-98.99696898168948,296,Texas
US - TX - Bryan,Bryan,30.65799898538571,-96.33421116945514,5186,Houston
US - TX - Buda,Buda,30.082197725144383,-97.8249536131376,5021,Austin
US - TX - Buffalo,Buffalo,31.450660705566,-96.078048706055,50076,Waco
US - TX - Burkburnett,Burkburnett,34.077629089355,-98.555603027344,28077,Oklahoma City
US - TX - Burleson,Burleson,32.55522292818941,-97.31429252541284,33749,Fort Worth
US - TX - Burnet,Burnet,30.762761933363223,-98.24309611328124,50074,Marble Falls
US - TX - Caldwell,Caldwell,30.539791,-96.69764,5021,Austin
US - TX - Canton,Canton,32.57795698571783,-95.85504652669285,918,Dallas
US - TX - Canyon,Canyon,34.9801464,-101.908689,29045,Amarillo
US - TX - Canyon Lake,Canyon Lake,29.902493617199703,-98.2070393730468,910,San Antonio
US - TX - Carrizo Springs,Carrizo Springs,28.542633,-99.84666,910,San Antonio
US - TX - Carrollton,Carrollton,32.980544018249496,-96.904926441162,918,Dallas
US - TX - Carthage,Carthage,32.150122355957,-94.32158527038575,22168,Louisiana
US - TX - Cedar Creek,Cedar Creek,30.165306026088285,-97.44538965541288,5021,Austin
US - TX - Cedar Hill,Cedar Hill,32.607879184003444,-96.92792374441632,918,Dallas
US - TX - Cedar Park,Cedar Park,30.53054426630325,-97.81030510105094,5021,Austin
US - TX - Center,Center,31.80710367224117,-94.19419790568033,22168,Louisiana
US - TX - Centerville,Centerville,31.25707,-95.98665,50076,Waco
US - TX - Chandler,Chandler,32.30866,-95.46888,918,Dallas
US - TX - Channelview,Channelview,29.7797709120606,-95.1235231103516,5186,Houston
US - TX - Childress,Childress,34.43471306987553,-100.22652423725368,29045,Amarillo
US - TX - Clarendon,Clarendon,34.942745104370005,-100.897668465575,29045,Amarillo
US - TX - Cleburne,Cleburne,32.34709103801567,-97.40955559592445,33749,Fort Worth
US - TX - Cleveland,Cleveland,30.333400269848603,-95.0992017939452,5186,Houston
US - TX - Clifton,Clifton,31.795195,-97.58802,50076,Waco
US - TX - Clint,Clint,31.597504333333333,-106.19830533333334,50135,El Paso
US - TX - Clute,Clute,29.01044426010478,-95.40950150054256,4385,Galveston
US - TX - Coldspring,Coldspring,30.57585,-95.13975,5186,Houston
US - TX - College S ,College S ,30.588612,-96.36389,5186,Houston
US - TX - College Station,College Station,30.61767187353829,-96.31474818348232,5186,Houston
US - TX - Colleyville,Colleyville,32.87663364827796,-97.10226040288184,33749,Fort Worth
US - TX - Colorado City,Colorado City,32.393331295955875,-100.87537212029,296,Texas
US - TX - Columbus,Columbus,29.6912897312825,-96.5401286287435,5186,Houston
US - TX - Comanche,Comanche,31.89790725708,-98.587615966797,296,Texas
US - TX - Comfort,Comfort,29.9653291001585,-98.909648911133,50796,Fredericksburg
US - TX - Conroe,Conroe,30.331942062346723,-95.47770527968748,5186,Houston
US - TX - Coppell,Coppell,32.941526071511305,-97.00798356948242,918,Dallas
US - TX - Copperas Cove,Copperas Cove,31.115717900616,-97.88748760422922,50074,Marble Falls
US - TX - Corpus Ch ,Corpus Ch ,27.770279,-97.501114,28078,Corpus Christi
US - TX - Corpus Christi,Corpus Christi,27.73974253569841,-97.37993343303852,28078,Corpus Christi
US - TX - Corsicana,Corsicana,32.090180883433085,-96.4404354568075,918,Dallas
US - TX - Cotulla,Cotulla,28.44594884783925,-99.24418802917477,910,San Antonio
US - TX - Cresson,Cresson,32.52790017395025,-97.622299798584,33749,Fort Worth
US - TX - Crosby,Crosby,29.892563958781,-95.06141041959631,5186,Houston
US - TX - Crystal City,Crystal City,28.740866,-99.84365,910,San Antonio
US - TX - Cuero,Cuero,29.100863500000003,-97.279267,910,San Antonio
US - TX - Cypress,Cypress,29.98779981925028,-95.7323116512104,5186,Houston
US - TX - Dalhart,Dalhart,36.05947791893512,-102.5068335653475,29045,Amarillo
US - TX - Dallas,Dallas,32.847456849069694,-96.84203471039476,918,Dallas
US - TX - Dayton,Dayton,30.035919189453,-94.901870727539,5186,Houston
US - TX - DeSoto,DeSoto,32.62156295776357,-96.83390590122758,918,Dallas
US - TX - Decatur,Decatur,33.232468563964915,-97.59704618703212,33749,Fort Worth
US - TX - Deer Park,Deer Park,29.69866942985033,-95.11238289265953,5186,Houston
US - TX - Del Rio,Del Rio,29.389396832418942,-100.90354748865413,50796,Fredericksburg
US - TX - Del Rio ,Del Rio ,29.366667,-100.916664,50796,Fredericksburg
US - TX - Del Valle,Del Valle,30.210845776205872,-97.65271246487974,5021,Austin
US - TX - Denison,Denison,33.74820009525432,-96.58741604523684,918,Dallas
US - TX - Denton,Denton,33.193965852090074,-97.1203166135291,33749,Fort Worth
US - TX - Desoto,Desoto,32.61429928601768,-94.38249719635355,22168,Louisiana
US - TX - Devine,Devine,29.13086,-98.89683,910,San Antonio
US - TX - Dickinson,Dickinson,29.4322628316955,-95.06681517089852,4385,Galveston
US - TX - Dilley,Dilley,28.758894,-99.136505,910,San Antonio
US - TX - Donna,Donna,26.182109832764,-98.057952880859,22446,South Padre Island
US - TX - Driftwood,Driftwood,30.07012,-98.01063,5021,Austin
US - TX - Dripping Springs,Dripping Springs,30.19565863973136,-98.07834439345704,5021,Austin
US - TX - Dumas,Dumas,35.84393599936817,-101.97410384800058,29045,Amarillo
US - TX - Duncanville,Duncanville,32.65369015788232,-96.8962124183805,918,Dallas
US - TX - Eagle Pass,Eagle Pass,28.68005461957141,-100.47062082215,910,San Antonio
US - TX - Early,Early,31.7356314995848,-98.9638681615234,296,Texas
US - TX - Eastland,Eastland,32.40199664777486,-98.791566028181,296,Texas
US - TX - Edinburg,Edinburg,26.26534874225328,-98.17387784680304,22446,South Padre Island
US - TX - El Campo,El Campo,29.176527321557604,-96.2686351985352,5186,Houston
US - TX - El Paso,El Paso,31.77937613961384,-106.41884622854866,50135,El Paso
US - TX - El Paso ,El Paso ,31.8,-106.38333,50135,El Paso
US - TX - Elgin,Elgin,30.3345798884278,-97.3590327558594,5021,Austin
US - TX - Elmendorf,Elmendorf,29.232516382039336,-98.41011703776034,910,San Antonio
US - TX - Emory,Emory,32.865368,-95.75159,918,Dallas
US - TX - Ennis,Ennis,32.33622380912523,-96.61563628420848,918,Dallas
US - TX - Euless,Euless,32.841289464653904,-97.0835547901993,33749,Fort Worth
US - TX - Fairfield,Fairfield,31.72429966747677,-96.17713883278869,50076,Waco
US - TX - Fairview,Fairview,33.1336998648926,-96.6515554291992,918,Dallas
US - TX - Falfurrias,Falfurrias,27.2050704522705,-98.143563746338,28078,Corpus Christi
US - TX - Farmers Branch,Farmers Branch,32.90673346305006,-96.9128263610094,918,Dallas
US - TX - Flatonia,Flatonia,29.695267994385,-97.1042861865235,5021,Austin
US - TX - Flint,Flint,32.21648,-95.45259,918,Dallas
US - TX - Florence,Florence,30.843922,-97.72913,50074,Marble Falls
US - TX - Floresville,Floresville,29.138087736403232,-98.15044476938108,910,San Antonio
US - TX - Flower Mound,Flower Mound,33.044138860912184,-97.06610737901477,918,Dallas
US - TX - Forest Hill,Forest Hill,32.66049864935977,-97.27447457248267,33749,Fort Worth
US - TX - Forney,Forney,32.754976736017454,-96.46452972278944,918,Dallas
US - TX - Fort Davis,Fort Davis,30.602788,-103.88544,50794,Marfa
US - TX - Fort Stockton,Fort Stockton,30.9013348552378,-102.901021008128,50794,Marfa
US - TX - Fort Worth,Fort Worth,32.77804405853884,-97.30290566459053,33749,Fort Worth
US - TX - Franklin,Franklin,31.020473,-96.49419,50076,Waco
US - TX - Fredericksburg,Fredericksburg,30.271248751758066,-98.86586424770007,50796,Fredericksburg
US - TX - Freeport,Freeport,28.956674000000003,-95.33041,4385,Galveston
US - TX - Frisco,Frisco,33.118546573118714,-96.82242730764654,918,Dallas
US - TX - Fulton,Fulton,28.065744436218505,-97.038463725586,50797,Port Aransas
US - TX - Gainesville,Gainesville,33.62249885191123,-97.15728783196148,33749,Fort Worth
US - TX - Galena Park,Galena Park,29.732248306274,-95.251419067383,5186,Houston
US - TX - Galveston,Galveston,29.278039679693403,-94.82088066688264,4385,Galveston
US - TX - Garfield,Garfield,30.203146,-97.644325,5021,Austin
US - TX - Garland,Garland,32.93787035893659,-96.63204928806604,918,Dallas
US - TX - Gatesville,Gatesville,31.4355432906738,-97.7217328046876,50076,Waco
US - TX - George West,George West,28.3269457963865,-98.114245567627,28078,Corpus Christi
US - TX - Georgetown,Georgetown,30.64181149767196,-97.68501802464668,5021,Austin
US - TX - Giddings,Giddings,30.179586696980664,-96.91556400472,5021,Austin
US - TX - Glen Rose,Glen Rose,32.244621150906056,-97.7433501563856,33749,Fort Worth
US - TX - Goliad,Goliad,28.668336868286,-97.383201599121,28078,Corpus Christi
US - TX - Gonzales,Gonzales,29.514346362548668,-97.45338131022132,5021,Austin
US - TX - Graham,Graham,33.10260181856284,-98.57410266292317,33749,Fort Worth
US - TX - Granbury,Granbury,32.43802609994075,-97.76841620762411,33749,Fort Worth
US - TX - Grand Prairie,Grand Prairie,32.73381719333517,-97.04302707328227,33749,Fort Worth
US - TX - Grapevine,Grapevine,32.94994005327034,-97.05445587099857,918,Dallas
US - TX - Greenville,Greenville,33.10333702774318,-96.10668309925428,918,Dallas
US - TX - Groesbeck,Groesbeck,31.53381,-96.52717,50076,Waco
US - TX - Gurnee,Gurnee,31.975170135498,-102.06705474854,296,Texas
US - TX - Haltom City,Haltom City,32.83092705733233,-97.26565299739585,33749,Fort Worth
US - TX - Hankamer,Hankamer,29.84116,-94.645676,4385,Galveston
US - TX - Harker Heights,Harker Heights,31.079100285714283,-97.65967271428572,50076,Waco
US - TX - Harlingen,Harlingen,26.17556050401402,-97.69773932366876,22446,South Padre Island
US - TX - Harlingen ,Harlingen ,26.2,-97.75,22446,South Padre Island
US - TX - Hearne,Hearne,30.892659989929,-96.601135109131,50076,Waco
US - TX - Henderson,Henderson,32.154140236206004,-94.783829367676,22168,Louisiana
US - TX - Henrietta,Henrietta,33.79496,-98.1852,33749,Fort Worth
US - TX - Hereford,Hereford,34.81032999999999,-102.409215,29045,Amarillo
US - TX - Hewitt,Hewitt,31.459298742850287,-97.17400269126686,50076,Waco
US - TX - Hico,Hico,31.98112,-98.03457,50076,Waco
US - TX - Hillsboro,Hillsboro,32.01543220136727,-97.09684567350268,50076,Waco
US - TX - Hitchcock,Hitchcock,29.353776931763,-95.031883239746,4385,Galveston
US - TX - Horseshoe Bay,Horseshoe Bay,30.5480745471924,-98.3453362124022,50074,Marble Falls
US - TX - Houston,Houston,29.82686331790044,-95.40936440362496,5186,Houston
US - TX - Humble,Humble,29.98632369223396,-95.2861588692738,5186,Houston
US - TX - Hunt,Hunt,30.081438,-99.3002,50796,Fredericksburg
US - TX - Huntsville,Huntsville,30.70932201659248,-95.56298478360092,5186,Houston
US - TX - Hurst,Hurst,32.83867814258167,-97.19200622568503,33749,Fort Worth
US - TX - Hutchins,Hutchins,32.6490005,-96.704395,918,Dallas
US - TX - Hutto,Hutto,30.544657913871,-97.56230151890342,5021,Austin
US - TX - Ingleside,Ingleside,27.885105,-97.21634,50797,Port Aransas
US - TX - Ingram,Ingram,30.081438064575,-99.300201416016,50796,Fredericksburg
US - TX - Irving,Irving,32.887077256313425,-97.00260366172338,918,Dallas
US - TX - Jacksonville,Jacksonville,30.8641535197755,-95.4970596875,5186,Houston
US - TX - Jasper,Jasper,30.9150312350465,-94.00256978027348,5186,Houston
US - TX - Jefferson,Jefferson,32.7572979173585,-94.35326361877448,22168,Louisiana
US - TX - Jersey Village,Jersey Village,29.893173,-95.58449,5186,Houston
US - TX - Jewett,Jewett,31.360495,-96.1452,50076,Waco
US - TX - Joaquin,Joaquin,31.968612835449,-94.0251696862795,22168,Louisiana
US - TX - Johnson City,Johnson City,30.26563468194123,-98.45546162364768,50074,Marble Falls
US - TX - Jourdanton,Jourdanton,28.92599,-98.53207,910,San Antonio
US - TX - Junction,Junction,30.507018660574715,-99.777921236642,50796,Fredericksburg
US - TX - Katy,Katy,29.77980909575328,-95.78548631428944,5186,Houston
US - TX - Keller,Keller,32.92870688974,-97.27517767517077,33749,Fort Worth
US - TX - Kemah,Kemah,29.54102709431376,-95.01831376825248,4385,Galveston
US - TX - Kenedy,Kenedy,28.829509508728,-97.86224735839848,910,San Antonio
US - TX - Kerrville,Kerrville,30.0639216658068,-99.12946441216368,50796,Fredericksburg
US - TX - Kilgore,Kilgore,32.4124526977535,-94.8476524353025,22168,Louisiana
US - TX - Killeen,Killeen,31.093030093134807,-97.72708709652215,50076,Waco
US - TX - Kingsville,Kingsville,27.50189922421,-97.84417911598908,28078,Corpus Christi
US - TX - Kingwood,Kingwood,30.05181476785453,-95.25149051708983,5186,Houston
US - TX - Kyle,Kyle,30.022545956711845,-97.85403100841351,5021,Austin
US - TX - La Feria,La Feria,26.167310714722,-97.823638916016,22446,South Padre Island
US - TX - La Grange,La Grange,29.9109146926756,-96.890122886621,5021,Austin
US - TX - La Porte,La Porte,29.65322280961473,-95.03201744042964,5186,Houston
US - TX - Lackland A F B,Lackland A F B,29.369625,-98.60303,910,San Antonio
US - TX - Lake Jackson,Lake Jackson,29.03505399521796,-95.44730544376289,4385,Galveston
US - TX - Lake Worth,Lake Worth,32.811309814453,-97.420829772949,33749,Fort Worth
US - TX - Lakeway,Lakeway,30.35830066824348,-97.97683953063957,5021,Austin
US - TX - Lamesa,Lamesa,32.74130703002933,-101.95135390299332,296,Texas
US - TX - Lampasas,Lampasas,31.056395738244497,-98.175447951172,50074,Marble Falls
US - TX - Lancaster,Lancaster,32.6333467788085,-96.8224191064455,918,Dallas
US - TX - Laredo,Laredo,27.54978532448439,-99.48728494486024,28078,Corpus Christi
US - TX - Laredo ,Laredo ,27.533333,-99.46667,28078,Corpus Christi
US - TX - Las Colinas,Las Colinas,32.883171081543,-96.953201293945,918,Dallas
US - TX - League City,League City,29.52519544278155,-95.0752250615478,4385,Galveston
US - TX - Leakey,Leakey,29.80066,-99.69273,50796,Fredericksburg
US - TX - Leander,Leander,30.58735476834905,-97.85937547738484,5021,Austin
US - TX - Levelland,Levelland,33.595158909667994,-102.35978204508332,29045,Amarillo
US - TX - Lewisville,Lewisville,33.00674641117076,-96.9743427642612,918,Dallas
US - TX - Lindale,Lindale,32.4873031790364,-95.3965297713216,918,Dallas
US - TX - Linden,Linden,32.994808197021,-94.363746643066,22168,Louisiana
US - TX - Little Elm,Little Elm,33.16299899573389,-96.93493853361431,918,Dallas
US - TX - Live Oak,Live Oak,29.56252445595,-98.33145941964288,910,San Antonio
US - TX - Livingston,Livingston,30.701083018933,-94.9528174970703,5186,Houston
US - TX - Llano,Llano,30.758203,-98.67861,50074,Marble Falls
US - TX - Lockhart,Lockhart,29.87465520921545,-97.67077458225135,5021,Austin
US - TX - Longview,Longview,32.5242896350065,-94.72873208518531,22168,Louisiana
US - TX - Longview ,Longview ,32.38333,-94.71667,22168,Louisiana
US - TX - Lost Pines,Lost Pines,30.1643680456545,-97.4454243969725,5021,Austin
US - TX - Lubbock,Lubbock,33.57106390331222,-101.89787100610444,29045,Amarillo
US - TX - Lubbock ,Lubbock ,33.666668,-101.833336,29045,Amarillo
US - TX - Lufkin,Lufkin,31.295369496628524,-94.72903092947828,5186,Houston
US - TX - Luling,Luling,29.658373569661503,-97.60524369873048,5021,Austin
US - TX - Lumberton,Lumberton,30.258584976196,-94.218307495117,4385,Galveston
US - TX - Lytle,Lytle,29.225426,-98.79053,910,San Antonio
US - TX - Mabank,Mabank,32.330913543701,-96.148750305176,918,Dallas
US - TX - Madisonville,Madisonville,30.96536043873946,-95.88400337834284,5186,Houston
US - TX - Magnolia,Magnolia,30.218835845153748,-95.61799260437,5186,Houston
US - TX - Malakoff,Malakoff,32.162868499756,-96.045608520508,918,Dallas
US - TX - Manor,Manor,30.346861363932167,-97.54145363362636,5021,Austin
US - TX - Mansfield,Mansfield,32.57907783147787,-97.12314952591144,33749,Fort Worth
US - TX - Manvel,Manvel,29.47266791259771,-95.37213038504456,5186,Houston
US - TX - Marble Falls,Marble Falls,30.573300468798823,-98.27587529982908,50074,Marble Falls
US - TX - Marfa,Marfa,30.257145163370776,-104.05355269840445,50794,Marfa
US - TX - Marlin,Marlin,31.321726236666667,-96.88458137333332,50076,Waco
US - TX - Marquez,Marquez,31.24054,-96.25825,50076,Waco
US - TX - Marshall,Marshall,32.493272168593066,-94.35822990876612,22168,Louisiana
US - TX - Mason,Mason,30.4794,-99.00436,50796,Fredericksburg
US - TX - Mathis,Mathis,28.113296836263,-97.81855924641934,28078,Corpus Christi
US - TX - McAllen,McAllen,26.187636149831683,-98.23427172865706,22446,South Padre Island
US - TX - McKinney,McKinney,33.17137275255412,-96.64961805226224,918,Dallas
US - TX - Mcallen ,Mcallen ,26.175833,-98.23861,22446,South Padre Island
US - TX - Mckinney,Mckinney,33.167125701904,-96.667881011963,918,Dallas
US - TX - Mercedes,Mercedes,26.16019413232433,-97.88031922932934,22446,South Padre Island
US - TX - Mesquite,Mesquite,32.78437447723385,-96.6235030809174,918,Dallas
US - TX - Mexia,Mexia,31.6828802008055,-96.496040172119,50076,Waco
US - TX - Midland,Midland,31.987353985419656,-102.12166885023258,296,Texas
US - TX - Midland ,Midland ,31.942500000000003,-102.20194,296,Texas
US - TX - Midlothian,Midlothian,32.46239692133244,-96.98439865104176,918,Dallas
US - TX - Mineola,Mineola,32.649520349609205,-95.4905911826172,918,Dallas
US - TX - Mineral Wells,Mineral Wells,32.811082301355,-98.07340699821776,33749,Fort Worth
US - TX - Mission,Mission,26.19746809620077,-98.2980622239333,22446,South Padre Island
US - TX - Missouri City,Missouri City,29.57461968657817,-95.57277858097052,5186,Houston
US - TX - Monahans,Monahans,31.575073198059,-102.89481735547,50794,Marfa
US - TX - Montgomery,Montgomery,30.38274894780638,-95.62176074800044,5186,Houston
US - TX - Mount Pleasant,Mount Pleasant,33.172574984233634,-94.99340652729238,918,Dallas
US - TX - Nacogdoches,Nacogdoches,31.601075235523883,-94.6658243673886,22168,Louisiana
US - TX - Navasota,Navasota,30.39216625,-96.0690825,5186,Houston
US - TX - New Braunfels,New Braunfels,29.707481756856453,-98.09511706073695,910,San Antonio
US - TX - New Caney,New Caney,30.14689930201405,-95.2176035858643,5186,Houston
US - TX - North Richland Hills,North Richland Hills,32.83543571884765,-97.205412833496,33749,Fort Worth
US - TX - Northlake,Northlake,33.0247468948365,-97.27229690551748,33749,Fort Worth
US - TX - Odessa,Odessa,31.88639212940716,-102.31674121171574,296,Texas
US - TX - Orange,Orange,30.11645630164443,-93.79760836199078,4385,Galveston
US - TX - Ozona,Ozona,30.70610424475794,-101.19101972411832,296,Texas
US - TX - Palestine,Palestine,31.738622612670888,-95.627437840983,918,Dallas
US - TX - Pampa,Pampa,35.56780281005856,-100.96618514133,29045,Amarillo
US - TX - Panhandle,Panhandle,35.216286,-101.38371,29045,Amarillo
US - TX - Paris,Paris,33.67593652827967,-95.52457787662756,918,Dallas
US - TX - Pasadena,Pasadena,29.661673112645325,-95.17168225199846,5186,Houston
US - TX - Pearland,Pearland,29.57155680062863,-95.37042203944856,5186,Houston
US - TX - Pearsall,Pearsall,28.897787047058003,-99.119026092041,910,San Antonio
US - TX - Pecos,Pecos,31.399273218516,-103.50302899096584,50794,Marfa
US - TX - Perryton,Perryton,36.36811545454545,-100.80198727272727,29045,Amarillo
US - TX - Pflugerville,Pflugerville,30.44294075231157,-97.60543814998556,5021,Austin
US - TX - Pharr,Pharr,26.2169089564558,-98.18856211195592,22446,South Padre Island
US - TX - Pilot Point,Pilot Point,33.40646,-96.99907,918,Dallas
US - TX - Plainview,Plainview,34.18811011125843,-101.74930029192284,29045,Amarillo
US - TX - Plano,Plano,33.04549323274637,-96.77092923271871,918,Dallas
US - TX - Pleasanton,Pleasanton,28.938505,-98.51537,910,San Antonio
US - TX - Port Aransas,Port Aransas,27.825303703320326,-97.0675994794556,50797,Port Aransas
US - TX - Port Arthur,Port Arthur,29.941552707587963,-93.97663680138672,4385,Galveston
US - TX - Port Bolivar,Port Bolivar,29.451587677002,-94.650001525879,4385,Galveston
US - TX - Port Isabel,Port Isabel,26.072108,-97.221233,22446,South Padre Island
US - TX - Port Lavaca,Port Lavaca,28.634810800000004,-96.624234,50797,Port Aransas
US - TX - Port O Connor,Port O Connor,28.440780639648,-96.415840148926,50797,Port Aransas
US - TX - Porter,Porter,30.078750941968003,-95.2433741782226,5186,Houston
US - TX - Portland,Portland,27.896603155761834,-97.31084243863934,28078,Corpus Christi
US - TX - Post,Post,33.20208,-101.38604,296,Texas
US - TX - Pottsboro,Pottsboro,33.82246,-96.707726,918,Dallas
US - TX - Presidio,Presidio,29.582523345947,-104.37465667725,50794,Marfa
US - TX - Prosper,Prosper,33.22308,-96.832664,918,Dallas
US - TX - Quanah,Quanah,34.292728424072,-99.753829956055,29045,Amarillo
US - TX - Quitman,Quitman,32.841949462891,-95.521156311035,918,Dallas
US - TX - Raymondville,Raymondville,26.484188079834,-97.768028259277,22446,South Padre Island
US - TX - Red Oak,Red Oak,32.532826347495906,-96.8244062600242,918,Dallas
US - TX - Rhome,Rhome,33.048129554443506,-97.4728084924315,33749,Fort Worth
US - TX - Richardson,Richardson,32.97853044402705,-96.71281079827833,918,Dallas
US - TX - Richmond,Richmond,29.5597954833678,-95.71196207409676,5186,Houston
US - TX - Rio Grande City,Rio Grande City,26.366652199726,-98.77803666203448,22446,South Padre Island
US - TX - Roanoke,Roanoke,32.99952665434007,-97.23150390344672,33749,Fort Worth
US - TX - Robstown,Robstown,27.779317855835,-97.664077758789,28078,Corpus Christi
US - TX - Rockdale,Rockdale,30.656612833333337,-97.00687166666668,5021,Austin
US - TX - Rockport,Rockport,28.054004651318348,-97.041042160083,50797,Port Aransas
US - TX - Rockwall,Rockwall,32.89337724267577,-96.47518114238744,918,Dallas
US - TX - Rosenberg,Rosenberg,29.53908668783233,-95.78582692971456,5186,Houston
US - TX - Round Rock,Round Rock,30.51014132832304,-97.68300149593357,5021,Austin
US - TX - Round Top,Round Top,30.07222,-96.69281,5021,Austin
US - TX - Rowlett,Rowlett,32.879403333333336,-96.52108333333332,918,Dallas
US - TX - Royse City,Royse City,32.96819983100045,-96.33161748969178,918,Dallas
US - TX - Salado,Salado,30.949028666666663,-97.53441,50076,Waco
US - TX - San Angelo,San Angelo,31.438843127180547,-100.4640867044553,296,Texas
US - TX - San Angelo ,San Angelo ,31.357779,-100.49639,296,Texas
US - TX - San Antonio,San Antonio,29.47278171556436,-98.51422194110069,910,San Antonio
US - TX - San Benito,San Benito,26.149555,-97.66548,22446,South Padre Island
US - TX - San Marcos,San Marcos,29.85694024638792,-97.95182823752528,5021,Austin
US - TX - Sanderson,Sanderson,30.14519,-102.40582,50795,Big Bend National Park
US - TX - Sanger,Sanger,33.366736533788995,-97.1788312354492,33749,Fort Worth
US - TX - Schertz,Schertz,29.600218129936188,-98.27667630081174,910,San Antonio
US - TX - Schulenburg,Schulenburg,29.6927412596435,-96.90081556111652,5021,Austin
US - TX - Seabrook,Seabrook,29.570985380268773,-95.03290262041644,4385,Galveston
US - TX - Seagoville,Seagoville,32.660703716430504,-96.570568017578,918,Dallas
US - TX - Sealy,Sealy,29.760303856893,-96.15271877278632,5186,Houston
US - TX - Seguin,Seguin,29.59808909513636,-97.96021197370264,910,San Antonio
US - TX - Selma,Selma,29.5774879515563,-98.31983123024897,910,San Antonio
US - TX - Seminole,Seminole,32.719076,-102.6544875,296,Texas
US - TX - Shamrock,Shamrock,35.2286123007812,-100.245154149414,29045,Amarillo
US - TX - Shenandoah,Shenandoah,30.18330428803117,-95.44965357112112,5186,Houston
US - TX - Sherman,Sherman,33.64820475832395,-96.61046593254738,918,Dallas
US - TX - Shiner,Shiner,29.433952,-97.17693,5021,Austin
US - TX - Snyder,Snyder,32.69690637292484,-100.89288802978666,296,Texas
US - TX - Somerville,Somerville,30.338705062866,-96.524185180664,5021,Austin
US - TX - Sonora,Sonora,30.57688150796513,-100.6515588320925,296,Texas
US - TX - South Padre Island,South Padre Island,26.102215663970963,-97.166119442648,22446,South Padre Island
US - TX - Southlake,Southlake,32.949273283541615,-97.12959708680732,33749,Fort Worth
US - TX - Spring,Spring,30.09879922677992,-95.4399002157907,5186,Houston
US - TX - Spring Branch,Spring Branch,29.80612246698145,-98.4194791063211,910,San Antonio
US - TX - Stafford,Stafford,29.63666370385107,-95.58405227447813,5186,Houston
US - TX - Stephenville,Stephenville,32.2027737450684,-98.2352368088867,33749,Fort Worth
US - TX - Sugar Land,Sugar Land,29.60690804422291,-95.6273335332173,5186,Houston
US - TX - Sulphur Springs,Sulphur Springs,33.12394239344373,-95.58795143599082,918,Dallas
US - TX - Sunset Valley,Sunset Valley,30.234095143493928,-97.81293469883494,5021,Austin
US - TX - Sweetwater,Sweetwater,32.450637034389004,-100.39547903480717,296,Texas
US - TX - Taylor,Taylor,30.59977722168,-97.421745300293,5021,Austin
US - TX - Temple,Temple,31.0882846982795,-97.37287469658744,50076,Waco
US - TX - Terlingua,Terlingua,29.310049093120767,-103.66918579402,50795,Big Bend National Park
